,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
29240,Robbie Gould,K,2018,3,SFO,KAN,9/23/2018,201809230kan,A,,27,38,5.5,53,23.75,11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,2,2,0,0,2,0,0,1,2,0,0,
29241,Harrison Butker,K,2018,3,KAN,SFO,9/23/2018,201809230kan,H,,38,27,-5.5,53,29.25,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,1,1,0,0,1,0,0,5,5,0,0,
29242,Aldrick Rosas,K,2018,3,NYG,HOU,9/23/2018,201809230htx,A,,27,22,6.5,44,18.75,-5,retractable roof (closed),astroturf,indoors,,,2,2,0,0,1,1,0,3,3,0,0,
29243,Ka'imi Fairbairn,K,2018,3,HOU,NYG,9/23/2018,201809230htx,H,,22,27,-6.5,44,25.25,5,retractable roof (closed),astroturf,indoors,,,3,3,0,2,0,0,1,1,1,0,0,
29244,Mason Crosby,K,2018,3,GNB,WAS,9/23/2018,201809230was,A,,17,31,-2.5,45.5,24,14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,1,1,0,0,0,1,0,2,2,0,0,
29245,Dustin Hopkins,K,2018,3,WAS,GNB,9/23/2018,201809230was,H,,31,17,2.5,45.5,21.5,-14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,1,1,0,0,1,0,0,4,4,0,0,
29246,Graham Gano,K,2018,3,CAR,CIN,9/23/2018,201809230car,H,,31,21,-2.5,44,23.25,-10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,1,1,0,0,0,1,0,4,4,0,0,
29247,Justin Tucker,K,2018,3,BAL,DEN,9/23/2018,201809230rav,H,,27,14,-5.5,46,25.75,-13,outdoors,grass,"61 degrees, wind 5 mph",61,5,2,3,0,0,0,0,2,3,3,0,0,
29248,Wil Lutz,K,2018,3,NOR,ATL,9/23/2018,201809230atl,A,OT,43,37,1.5,54,26.25,-6,dome,fieldturf,indoors,,,3,3,0,1,0,2,0,4,4,0,0,
29249,Caleb Sturgis,K,2018,3,LAC,LAR,9/23/2018,201809230ram,A,,23,35,7.5,49,20.75,12,outdoors,grass,"80 degrees, wind 5 mph",80,5,1,1,0,1,0,0,0,2,3,0,0,
29250,Cody Parkey,K,2018,3,CHI,ARI,9/23/2018,201809230crd,A,,16,14,-5.5,39,22.25,-2,retractable roof (closed),grass ,indoors,,,3,4,0,1,0,2,0,1,1,0,0,
29251,Brett Maher,K,2018,3,DAL,SEA,9/23/2018,201809230sea,A,,13,24,1,40,19.5,11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,2,2,0,0,1,0,1,1,1,0,0,
29252,Sebastian Janikowski,K,2018,3,SEA,DAL,9/23/2018,201809230sea,H,,24,13,-1,40,20.5,-11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,1,1,0,0,0,1,0,3,3,0,0,
29253,Stephen Gostkowski,K,2018,3,NWE,DET,9/23/2018,201809230det,A,,10,26,-7,55,31,16,dome,fieldturf ,indoors,,,1,1,0,0,1,0,0,1,1,0,0,
29254,Matt Prater,K,2018,3,DET,NWE,9/23/2018,201809230det,H,,26,10,7,55,24,-16,dome,fieldturf ,indoors,,,4,4,0,1,3,0,0,2,2,0,0,
29255,Chris Boswell,K,2018,3,PIT,TAM,9/24/2018,201809240tam,A,,30,27,1,55,27,-3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,1,2,0,0,1,0,0,3,4,0,0,
29256,Chandler Catanzaro,K,2018,3,TAM,PIT,9/24/2018,201809240tam,H,,27,30,-1,55,28,3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,2,2,0,2,0,0,0,3,3,0,0,
29257,Dan Bailey,K,2018,4,MIN,LAR,9/27/2018,201809270ram,A,,31,38,7.5,48.5,20.5,7,outdoors,grass,"75 degrees, wind 3 mph",75,3,3,3,0,0,2,1,0,2,2,0,0,
29258,Sam Ficken,K,2018,4,LAR,MIN,9/27/2018,201809270ram,H,,38,31,-7.5,48.5,28,-7,outdoors,grass,"75 degrees, wind 3 mph",75,3,1,2,0,0,1,0,0,5,5,0,0,
29259,Jake Elliott,K,2018,4,PHI,TEN,9/30/2018,201809300oti,A,OT,23,26,-3,41.5,22.25,3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,3,3,0,1,2,0,0,2,2,0,0,
29260,Ryan Succop,K,2018,4,TEN,PHI,9/30/2018,201809300oti,H,OT,26,23,3,41.5,19.25,-3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,2,2,0,0,1,1,0,2,2,0,0,
29261,Stephen Gostkowski,K,2018,4,NWE,MIA,9/30/2018,201809300nwe,H,,38,7,-6.5,50.5,28.5,-31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,1,1,0,1,0,0,0,5,5,0,0,
29262,Josh Lambo,K,2018,4,JAX,NYJ,9/30/2018,201809300jax,H,,31,12,-7.5,40.5,24,-19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,3,3,0,1,1,0,1,2,2,0,0,
29263,Mason Crosby,K,2018,4,GNB,BUF,9/30/2018,201809300gnb,H,,22,0,-8.5,43.5,26,-22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,3,3,0,0,1,0,2,1,2,0,0,
29264,Matt Prater,K,2018,4,DET,DAL,9/30/2018,201809300dal,A,,24,26,2.5,43.5,20.5,2,retractable roof (closed),matrixturf,indoors,,,1,1,0,0,1,0,0,3,3,0,0,
29265,Brett Maher,K,2018,4,DAL,DET,9/30/2018,201809300dal,H,,26,24,-2.5,43.5,23,-2,retractable roof (closed),matrixturf,indoors,,,4,4,0,1,2,1,0,2,2,0,0,
29266,Ka'imi Fairbairn,K,2018,4,HOU,IND,9/30/2018,201809300clt,A,OT,37,34,-1,48,24.5,-3,retractable roof (closed),fieldturf ,indoors,,,3,4,0,1,1,1,0,4,4,0,0,
29267,Adam Vinatieri,K,2018,4,IND,HOU,9/30/2018,201809300clt,H,OT,34,37,1,48,23.5,3,retractable roof (closed),fieldturf ,indoors,,,2,2,0,0,0,2,0,2,2,0,0,
29268,Chandler Catanzaro,K,2018,4,TAM,CHI,9/30/2018,201809300chi,A,,10,48,3,46,21.5,38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,1,1,0,0,1,0,0,1,1,0,0,
29269,Cody Parkey,K,2018,4,CHI,TAM,9/30/2018,201809300chi,H,,48,10,-3,46,24.5,-38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,2,2,0,0,0,1,1,6,6,0,0,
29270,Randy Bullock,K,2018,4,CIN,ATL,9/30/2018,201809300atl,A,,37,36,3.5,52.5,24.5,-1,dome,fieldturf,indoors,,,1,1,0,0,1,0,0,4,4,0,0,
29271,Matt Bryant,K,2018,4,ATL,CIN,9/30/2018,201809300atl,H,,36,37,-3.5,52.5,28,1,dome,fieldturf,indoors,,,3,3,0,1,1,0,1,3,3,0,0,
29272,Sebastian Janikowski,K,2018,4,SEA,ARI,9/30/2018,201809300crd,A,,20,17,-3.5,40,21.75,-3,retractable roof (closed),grass ,indoors,,,2,4,0,0,0,1,1,2,2,0,0,
29273,Phil Dawson,K,2018,4,ARI,SEA,9/30/2018,201809300crd,H,,17,20,3.5,40,18.25,3,retractable roof (closed),grass ,indoors,,,1,3,0,1,0,0,0,2,2,0,0,
29274,Greg Joseph,K,2018,4,CLE,OAK,9/30/2018,201809300rai,A,OT,42,45,2.5,44.5,21,3,outdoors,grass ,"71 degrees, wind 8 mph",71,8,2,2,0,2,0,0,0,2,2,0,0,
29275,Matthew McCrane,K,2018,4,OAK,CLE,9/30/2018,201809300rai,H,OT,45,42,-2.5,44.5,23.5,-3,outdoors,grass ,"71 degrees, wind 8 mph",71,8,3,5,0,2,0,1,0,4,4,0,0,
29276,Wil Lutz,K,2018,4,NOR,NYG,9/30/2018,201809300nyg,A,,33,18,-3.5,51.5,27.5,-15,outdoors,fieldturf ,"71 degrees, wind 7 mph",71,7,4,4,0,1,2,1,0,3,3,0,0,
29277,Aldrick Rosas,K,2018,4,NYG,NOR,9/30/2018,201809300nyg,H,,18,33,3.5,51.5,24,15,outdoors,fieldturf ,"71 degrees, wind 7 mph",71,7,1,1,0,0,1,0,0,1,1,0,0,
29278,Robbie Gould,K,2018,4,SFO,LAC,9/30/2018,201809300sdg,A,,27,29,10.5,46,17.75,2,outdoors,grass,"78 degrees, wind 9 mph",78,9,2,2,0,1,1,0,0,3,3,0,0,
29279,Justin Tucker,K,2018,4,BAL,PIT,9/30/2018,201809300pit,A,,26,14,3,51,24,-12,outdoors,grass ,"69 degrees, wind 2 mph",69,2,4,4,0,1,1,2,0,2,2,0,0,
29280,Harrison Butker,K,2018,4,KAN,DEN,10/1/2018,201810010den,A,,27,23,-3.5,53.5,28.5,-4,outdoors,grass ,"65 degrees, wind 5 mph",65,5,2,2,0,1,1,0,0,3,3,0,0,
29281,Brandon McManus,K,2018,4,DEN,KAN,10/1/2018,201810010den,H,,23,27,3.5,53.5,25,4,outdoors,grass ,"65 degrees, wind 5 mph",65,5,3,3,0,0,1,2,0,2,2,0,0,
29282,Adam Vinatieri,K,2018,5,IND,NWE,10/4/2018,201810040nwe,A,,24,38,10.5,49.5,19.5,14,outdoors,fieldturf ,"66 degrees, wind 6 mph",66,6,1,2,0,0,0,0,1,3,3,0,0,
29283,Stephen Gostkowski,K,2018,5,NWE,IND,10/4/2018,201810040nwe,H,,38,24,-10.5,49.5,30,-14,outdoors,fieldturf ,"66 degrees, wind 6 mph",66,6,1,1,0,0,0,1,0,5,5,0,0,
29284,Matt Bryant,K,2018,5,ATL,PIT,10/7/2018,201810070pit,A,,17,41,3.5,57,26.75,24,outdoors,grass ,"83 degrees, wind 5 mph",83,5,1,1,0,0,0,1,0,2,2,0,0,
29285,Brandon McManus,K,2018,5,DEN,NYJ,10/7/2018,201810070nyj,A,,16,34,1,43,21,18,outdoors,fieldturf ,"77 degrees, wind 7 mph",77,7,1,1,0,0,1,0,0,1,1,0,0,
29286,Jason Myers,K,2018,5,NYJ,DEN,10/7/2018,201810070nyj,H,,34,16,-1,43,22,-18,outdoors,fieldturf ,"77 degrees, wind 7 mph",77,7,2,3,0,0,1,1,0,4,4,0,0,
29287,Harrison Butker,K,2018,5,KAN,JAX,10/7/2018,201810070kan,H,,30,14,-3,48,25.5,-16,outdoors,grass ,"58 degrees, wind 5 mph",58,5,3,3,0,1,1,1,0,3,3,0,0,
29288,Matt Prater,K,2018,5,DET,GNB,10/7/2018,201810070det,H,,31,23,-1,50,25.5,-8,dome,fieldturf ,indoors,,,1,2,0,0,1,0,0,4,4,0,0,
29289,Jason Sanders,K,2018,5,MIA,CIN,10/7/2018,201810070cin,A,,17,27,6.5,47.5,20.5,10,outdoors,fieldturf ,"87 degrees, wind 4 mph",87,4,1,1,0,0,0,1,0,2,2,0,0,
29290,Randy Bullock,K,2018,5,CIN,MIA,10/7/2018,201810070cin,H,,27,17,-6.5,47.5,27,-10,outdoors,fieldturf ,"87 degrees, wind 4 mph",87,4,2,3,0,1,0,0,1,3,3,0,0,
29291,Aldrick Rosas,K,2018,5,NYG,CAR,10/7/2018,201810070car,A,,31,33,7,43.5,18.25,2,outdoors,grass ,"80 degrees, wind 3 mph",80,3,3,3,0,0,1,1,1,2,2,0,0,
29292,Graham Gano,K,2018,5,CAR,NYG,10/7/2018,201810070car,H,,33,31,-7,43.5,25.25,-2,outdoors,grass ,"80 degrees, wind 3 mph",80,3,4,4,0,0,1,2,1,3,3,0,0,
29293,Stephen Hauschka,K,2018,5,BUF,TEN,10/7/2018,201810070buf,H,,13,12,6,38.5,16.25,-1,outdoors,a_turf,"62 degrees, wind 8 mph",62,8,2,2,0,0,0,2,0,1,1,0,0,
29294,Matthew McCrane,K,2018,5,OAK,LAC,10/7/2018,201810070sdg,A,,10,26,5,52,23.5,16,outdoors,grass,"75 degrees, wind 10 mph",75,10,1,2,0,1,0,0,0,1,1,0,0,
29295,Caleb Sturgis,K,2018,5,LAC,OAK,10/7/2018,201810070sdg,H,,26,10,-5,52,28.5,-16,outdoors,grass,"75 degrees, wind 10 mph",75,10,2,3,0,0,1,1,0,2,3,0,0,
29296,Dan Bailey,K,2018,5,MIN,PHI,10/7/2018,201810070phi,A,,23,21,3.5,48,22.25,-2,outdoors,grass ,"79 degrees, wind 6 mph",79,6,3,5,0,1,1,0,1,2,2,0,0,
29297,Jake Elliott,K,2018,5,PHI,MIN,10/7/2018,201810070phi,H,,21,23,-3.5,48,25.75,2,outdoors,grass ,"79 degrees, wind 6 mph",79,6,2,2,0,1,1,0,0,1,1,0,0,
29298,Cairo Santos,K,2018,5,LAR,SEA,10/7/2018,201810070sea,A,,33,31,-7.5,50.5,29,-2,outdoors,fieldturf ,"53 degrees, wind 5 mph",53,5,2,2,1,0,1,0,0,3,4,0,0,
29299,Sebastian Janikowski,K,2018,5,SEA,LAR,10/7/2018,201810070sea,H,,31,33,7.5,50.5,21.5,2,outdoors,fieldturf ,"53 degrees, wind 5 mph",53,5,1,1,0,0,0,0,1,4,4,0,0,
29300,Brett Maher,K,2018,5,DAL,HOU,10/7/2018,201810070htx,A,OT,16,19,3.5,45.5,21,3,retractable roof (closed),astroturf,indoors,,,3,3,0,1,0,2,0,1,1,0,0,
29301,Ka'imi Fairbairn,K,2018,5,HOU,DAL,10/7/2018,201810070htx,H,OT,19,16,-3.5,45.5,24.5,-3,retractable roof (closed),astroturf,indoors,,,4,5,1,2,1,0,0,1,1,0,0,
29302,Dustin Hopkins,K,2018,5,WAS,NOR,10/8/2018,201810080nor,A,,19,43,5.5,51.5,23,24,dome,sportturf,indoors,,,2,2,0,0,1,0,1,1,1,0,0,
29303,Wil Lutz,K,2018,5,NOR,WAS,10/8/2018,201810080nor,H,,43,19,-5.5,51.5,28.5,-24,dome,sportturf,indoors,,,1,1,0,0,0,1,0,4,5,0,0,
29304,Jake Elliott,K,2018,6,PHI,NYG,10/11/2018,201810110nyg,A,,34,13,-1.5,45,23.25,-21,outdoors,fieldturf ,"70 degrees, wind 3 mph",70,3,2,3,0,0,2,0,0,4,4,0,0,
29305,Aldrick Rosas,K,2018,6,NYG,PHI,10/11/2018,201810110nyg,H,,13,34,1.5,45,21.75,21,outdoors,fieldturf ,"70 degrees, wind 3 mph",70,3,2,3,0,1,1,0,0,1,1,0,0,
29306,Adam Vinatieri,K,2018,6,IND,NYJ,10/14/2018,201810140nyj,A,,34,42,2.5,47.5,22.5,8,outdoors,fieldturf ,"60 degrees, wind 7 mph",60,7,2,2,0,1,1,0,0,4,4,0,0,
29307,Jason Myers,K,2018,6,NYJ,IND,10/14/2018,201810140nyj,H,,42,34,-2.5,47.5,25,-8,outdoors,fieldturf ,"60 degrees, wind 7 mph",60,7,7,7,0,0,4,3,0,3,3,0,0,
29308,Phil Dawson,K,2018,6,ARI,MIN,10/14/2018,201810140min,A,,17,27,10,43.5,16.75,10,dome,sportturf,indoors,,,1,1,0,1,0,0,0,2,2,0,0,
29309,Dan Bailey,K,2018,6,MIN,ARI,10/14/2018,201810140min,H,,27,17,-10,43.5,26.75,-10,dome,sportturf,indoors,,,2,2,0,0,1,1,0,3,3,0,0,
29310,Jason Sanders,K,2018,6,MIA,CHI,10/14/2018,201810140mia,H,OT,31,28,7.5,40.5,16.5,-3,outdoors,grass ,"89 degrees, wind 8 mph",89,8,3,3,0,1,0,1,1,2,2,0,0,
29311,Stephen Hauschka,K,2018,6,BUF,HOU,10/14/2018,201810140htx,A,,13,20,10.5,40.5,15,7,retractable roof (closed),astroturf,indoors,,,2,2,0,1,0,0,1,1,1,0,0,
29312,Ka'imi Fairbairn,K,2018,6,HOU,BUF,10/14/2018,201810140htx,H,,20,13,-10.5,40.5,25.5,-7,retractable roof (closed),astroturf,indoors,,,2,2,0,1,1,0,0,2,2,0,0,
29313,Michael Badgley,K,2018,6,LAC,CLE,10/14/2018,201810140cle,A,,38,14,1,47,23,-24,outdoors,grass ,"51 degrees, wind 9 mph",51,9,1,1,0,0,0,1,0,5,5,0,0,
29314,Dustin Hopkins,K,2018,6,WAS,CAR,10/14/2018,201810140was,H,,23,17,1,44.5,21.75,-6,outdoors,grass ,"52 degrees, no wind",52,0,3,3,0,1,0,1,1,2,2,0,0,
29315,Chris Boswell,K,2018,6,PIT,CIN,10/14/2018,201810140cin,A,,28,21,1.5,49.5,24,-7,outdoors,fieldturf ,"51 degrees, wind 6 mph",51,6,2,2,0,2,0,0,0,2,2,0,0,
29316,Sebastian Janikowski,K,2018,6,SEA,OAK,10/14/2018,201810140rai,A,,27,3,-3,48,25.5,-24,outdoors,grass ,"52 degrees, wind 10 mph",52,10,2,2,0,1,0,1,0,3,3,0,0,
29317,Chandler Catanzaro,K,2018,6,TAM,ATL,10/14/2018,201810140atl,A,,29,34,3,57,27,5,dome,fieldturf,indoors,,,1,1,0,0,1,0,0,2,3,0,0,
29318,Matt Bryant,K,2018,6,ATL,TAM,10/14/2018,201810140atl,H,,34,29,-3,57,30,-5,dome,fieldturf,indoors,,,2,2,0,0,0,1,1,4,4,0,0,
29319,Cairo Santos,K,2018,6,LAR,DEN,10/14/2018,201810140den,A,,23,20,-7,50,28.5,-3,outdoors,grass ,"25 degrees, wind 6 mph",25,6,3,4,0,2,1,0,0,2,2,0,0,
29320,Brandon McManus,K,2018,6,DEN,LAR,10/14/2018,201810140den,H,,20,23,7,50,21.5,3,outdoors,grass ,"25 degrees, wind 6 mph",25,6,2,2,0,2,0,0,0,2,2,0,0,
29321,Brett Maher,K,2018,6,DAL,JAX,10/14/2018,201810140dal,H,,40,7,3,39,18,-33,retractable roof (closed),matrixturf,indoors,,,4,4,0,0,1,1,2,4,4,0,0,
29322,Harrison Butker,K,2018,6,KAN,NWE,10/14/2018,201810140nwe,A,,40,43,3.5,59.5,28,3,outdoors,fieldturf ,"45 degrees, no wind",45,0,4,4,0,1,1,2,0,4,4,0,0,
29323,Stephen Gostkowski,K,2018,6,NWE,KAN,10/14/2018,201810140nwe,H,,43,40,-3.5,59.5,31.5,-3,outdoors,fieldturf ,"45 degrees, no wind",45,0,5,5,0,2,1,1,1,4,4,0,0,
29324,Robbie Gould,K,2018,6,SFO,GNB,10/15/2018,201810150gnb,A,,30,33,9,46.5,18.75,3,outdoors,grass ,"37 degrees, wind 5 mph",37,5,3,3,0,0,0,3,0,3,3,0,0,
29325,Mason Crosby,K,2018,6,GNB,SFO,10/15/2018,201810150gnb,H,,33,30,-9,46.5,27.75,-3,outdoors,grass ,"37 degrees, wind 5 mph",37,5,4,4,0,2,1,0,1,3,3,0,0,
29326,Brandon McManus,K,2018,7,DEN,ARI,10/18/2018,201810180crd,A,,45,10,-1,42.5,21.75,-35,retractable roof (closed),grass ,indoors,,,1,1,0,0,0,1,0,6,6,0,0,
29327,Phil Dawson,K,2018,7,ARI,DEN,10/18/2018,201810180crd,H,,10,45,1,42.5,20.75,35,retractable roof (closed),grass ,indoors,,,1,1,0,0,0,1,0,1,1,0,0,
29328,Ryan Succop,K,2018,7,TEN,LAC,10/21/2018,201810210sdg,A,,19,20,6.5,46,19.75,1,outdoors,grass ,"66 degrees, wind 6 mph",66,6,2,3,0,1,1,0,0,1,1,0,0,
29329,Michael Badgley,K,2018,7,LAC,TEN,10/21/2018,201810210sdg,H,,20,19,-6.5,46,26.25,-1,outdoors,grass ,"66 degrees, wind 6 mph",66,6,2,2,0,2,0,0,0,2,2,0,0,
29330,Jake Elliott,K,2018,7,PHI,CAR,10/21/2018,201810210phi,H,,17,21,-5,45,25,4,outdoors,grass ,"49 degrees, wind 19 mph",49,19,1,2,0,0,0,1,0,2,2,0,0,
29331,Dan Bailey,K,2018,7,MIN,NYJ,10/21/2018,201810210nyj,A,,37,17,-3.5,45,24.25,-20,outdoors,fieldturf ,"46 degrees, wind 16 mph",46,16,3,4,0,2,0,1,0,4,4,0,0,
29332,Jason Myers,K,2018,7,NYJ,MIN,10/21/2018,201810210nyj,H,,17,37,3.5,45,20.75,20,outdoors,fieldturf ,"46 degrees, wind 16 mph",46,16,1,1,0,0,0,0,1,2,2,0,0,
29333,Matt Prater,K,2018,7,DET,MIA,10/21/2018,201810210mia,A,,32,21,-3,47,25,-11,outdoors,grass ,"89 degrees, wind 8 mph",89,8,4,4,0,2,1,0,1,2,2,0,0,
29334,Ka'imi Fairbairn,K,2018,7,HOU,JAX,10/21/2018,201810210jax,A,,20,7,3.5,42.5,19.5,-13,outdoors,grass ,"68 degrees, wind 15 mph",68,15,2,2,0,0,0,2,0,2,2,0,0,
29335,Adam Vinatieri,K,2018,7,IND,BUF,10/21/2018,201810210clt,H,,37,5,-7,43.5,25.25,-32,retractable roof (closed),fieldturf ,indoors,,,1,1,0,0,1,0,0,2,4,0,0,
29336,Stephen Gostkowski,K,2018,7,NWE,CHI,10/21/2018,201810210chi,A,,38,31,-1,48.5,24.75,-7,outdoors,grass ,"44 degrees, wind 9 mph",44,9,1,1,0,1,0,0,0,5,5,0,0,
29337,Cody Parkey,K,2018,7,CHI,NWE,10/21/2018,201810210chi,H,,31,38,1,48.5,23.75,7,outdoors,grass ,"44 degrees, wind 9 mph",44,9,1,1,0,0,0,1,0,4,4,0,0,
29338,Chandler Catanzaro,K,2018,7,TAM,CLE,10/21/2018,201810210tam,H,OT,26,23,-3.5,52.5,28,-3,outdoors,grass ,"79 degrees, wind 7 mph",79,7,2,3,0,0,1,0,1,2,3,0,0,
29339,Wil Lutz,K,2018,7,NOR,BAL,10/21/2018,201810210rav,A,,24,23,2.5,49,23.25,-1,outdoors,grass,"54 degrees, wind 15 mph",54,15,1,1,0,0,1,0,0,3,3,0,0,
29340,Justin Tucker,K,2018,7,BAL,NOR,10/21/2018,201810210rav,H,,23,24,-2.5,49,25.75,1,outdoors,grass,"54 degrees, wind 15 mph",54,15,1,1,0,0,1,0,0,2,3,0,0,
29341,Greg Zuerlein,K,2018,7,LAR,SFO,10/21/2018,201810210sfo,A,,39,10,-8,52,30,-29,outdoors,grass,"62 degrees, wind 5 mph",62,5,3,3,0,0,3,0,0,4,4,0,0,
29342,Robbie Gould,K,2018,7,SFO,LAR,10/21/2018,201810210sfo,H,,10,39,8,52,22,29,outdoors,grass,"62 degrees, wind 5 mph",62,5,1,1,0,0,0,0,1,1,1,0,0,
29343,Brett Maher,K,2018,7,DAL,WAS,10/21/2018,201810210was,A,,17,20,-1,40.5,20.75,3,outdoors,grass ,"52 degrees, wind 12 mph",52,12,1,2,0,0,0,1,0,2,2,0,0,
29344,Dustin Hopkins,K,2018,7,WAS,DAL,10/21/2018,201810210was,H,,20,17,1,40.5,19.75,-3,outdoors,grass ,"52 degrees, wind 12 mph",52,12,2,2,0,2,0,0,0,2,2,0,0,
29345,Randy Bullock,K,2018,7,CIN,KAN,10/21/2018,201810210kan,A,,10,45,6.5,56,24.75,35,outdoors,grass ,"59 degrees, wind 10 mph",59,10,1,1,0,0,1,0,0,1,1,0,0,
29346,Harrison Butker,K,2018,7,KAN,CIN,10/21/2018,201810210kan,H,,45,10,-6.5,56,31.25,-35,outdoors,grass ,"59 degrees, wind 10 mph",59,10,1,2,0,1,0,0,0,6,6,0,0,
29347,Giorgio Tavecchio,K,2018,7,ATL,NYG,10/22/2018,201810220atl,H,,23,20,-4.5,52,28.25,-3,dome,fieldturf,indoors,,,3,3,0,0,0,1,2,2,2,0,0,
29348,Jason Sanders,K,2018,8,MIA,HOU,10/25/2018,201810250htx,A,,23,42,7.5,45,18.75,19,retractable roof (closed),astroturf,indoors,,,3,3,0,0,1,2,0,2,2,0,0,
29349,Jake Elliott,K,2018,8,PHI,JAX,10/28/2018,201810280jax,A,,24,18,-3.5,44,23.75,-6,outdoors,grass ,"48 degrees, wind 12 mph",48,12,1,1,0,0,1,0,0,3,3,0,0,
29350,Chris Boswell,K,2018,8,PIT,CLE,10/28/2018,201810280pit,H,,33,18,-8.5,47.5,28,-15,outdoors,grass ,"47 degrees, wind 11 mph",47,11,1,1,0,0,0,1,0,4,4,0,0,
29351,Dustin Hopkins,K,2018,8,WAS,NYG,10/28/2018,201810280nyg,A,,20,13,-1,44,22.5,-7,outdoors,fieldturf ,"51 degrees, wind 11 mph",51,11,2,3,0,0,1,0,1,2,2,0,0,
29352,Aldrick Rosas,K,2018,8,NYG,WAS,10/28/2018,201810280nyg,H,,13,20,1,44,21.5,7,outdoors,fieldturf ,"51 degrees, wind 11 mph",51,11,2,2,0,1,1,0,0,1,1,0,0,
29353,Brandon McManus,K,2018,8,DEN,KAN,10/28/2018,201810280kan,A,,23,30,8.5,53,22.25,7,outdoors,grass ,"56 degrees, wind 12 mph",56,12,1,2,0,0,1,0,0,2,2,0,0,
29354,Harrison Butker,K,2018,8,KAN,DEN,10/28/2018,201810280kan,H,,30,23,-8.5,53,30.75,-7,outdoors,grass ,"56 degrees, wind 12 mph",56,12,1,1,0,1,0,0,0,3,4,0,0,
29355,Chandler Catanzaro,K,2018,8,TAM,CIN,10/28/2018,201810280cin,A,,34,37,3.5,55,25.75,3,outdoors,fieldturf ,"55 degrees, wind 7 mph",55,7,2,2,0,1,1,0,0,2,3,0,0,
29356,Randy Bullock,K,2018,8,CIN,TAM,10/28/2018,201810280cin,H,,37,34,-3.5,55,29.25,-3,outdoors,fieldturf ,"55 degrees, wind 7 mph",55,7,1,1,0,0,0,1,0,4,5,0,0,
29357,Jason Myers,K,2018,8,NYJ,CHI,10/28/2018,201810280chi,A,,10,24,8.5,42.5,17,14,outdoors,grass ,"48 degrees, wind 18 mph",48,18,1,1,0,0,0,1,0,1,1,0,0,
29358,Cody Parkey,K,2018,8,CHI,NYJ,10/28/2018,201810280chi,H,,24,10,-8.5,42.5,25.5,-14,outdoors,grass ,"48 degrees, wind 18 mph",48,18,1,2,0,0,1,0,0,3,3,0,0,
29359,Graham Gano,K,2018,8,CAR,BAL,10/28/2018,201810280car,H,,36,21,2.5,44,20.75,-15,outdoors,grass ,"61 degrees, wind 10 mph",61,10,3,3,0,0,1,1,1,3,3,0,0,
29360,Adam Vinatieri,K,2018,8,IND,OAK,10/28/2018,201810280rai,A,,42,28,-3.5,51,27.25,-14,outdoors,grass ,"69 degrees, wind 8 mph",69,8,2,2,0,2,0,0,0,4,4,0,0,
29361,Robbie Gould,K,2018,8,SFO,ARI,10/28/2018,201810280crd,A,,15,18,-49,40,44.5,3,retractable roof (closed),grass ,indoors,,,2,2,0,2,0,0,0,1,1,0,0,
29362,Phil Dawson,K,2018,8,ARI,SFO,10/28/2018,201810280crd,H,,18,15,49,40,-4.5,-3,retractable roof (closed),grass ,indoors,,,1,1,0,0,1,0,0,1,1,0,0,
29363,Mason Crosby,K,2018,8,GNB,LAR,10/28/2018,201810280ram,A,,27,29,7.5,57,24.75,2,outdoors,grass,"82 degrees, wind 1 mph",82,1,2,2,0,0,0,1,1,3,3,0,0,
29364,Greg Zuerlein,K,2018,8,LAR,GNB,10/28/2018,201810280ram,H,,29,27,-7.5,57,32.25,-2,outdoors,grass,"82 degrees, wind 1 mph",82,1,2,2,0,0,1,1,0,1,1,0,0,
29365,Wil Lutz,K,2018,8,NOR,MIN,10/28/2018,201810280min,A,,30,20,-2.5,53.5,28,-10,dome,sportturf,indoors,,,3,3,0,0,0,2,1,3,3,0,0,
29366,Stephen Gostkowski,K,2018,8,NWE,BUF,10/29/2018,201810290buf,A,,25,6,-13.5,44.5,29,-19,outdoors,a_turf,"46 degrees, wind 16 mph",46,16,4,5,0,2,1,1,0,1,1,0,0,
